"created_date","complaint_type","borough","agency_name","status"
"2026-05-04T13:27:59.000","PAINT/PLASTER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:56.000","Street Condition","BRONX","Department of Transportation","Open"
"2026-05-04T13:27:56.000","For Hire Vehicle Complaint","BROOKLYN","Taxi and Limousine Commission","In Progress"
"2026-05-04T13:27:47.000","APPLIANCE","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:46.000","GENERAL","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:46.000","UNSANITARY CONDITION","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:46.000","PLUMBING","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:42.000","GENERAL","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:42.000","APPLIANCE","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:29.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:27:20.000","UNSANITARY CONDITION","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:18.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-04T13:27:18.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:27:15.000","Street Sign - Missing","MANHATTAN","Department of Transportation","In Progress"
"2026-05-04T13:27:13.000","Street Condition","BRONX","Department of Transportation","Open"
"2026-05-04T13:26:56.000","Violation of Park Rules","QUEENS","Department of Parks and Recreation","Closed"
"2026-05-04T13:26:29.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:26:28.000","Animal-Abuse","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:26:17.000","Violation of Park Rules","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-04T13:26:07.000","Residential Disposal Complaint","MANHATTAN","Department of Sanitation","In Progress"
"2026-05-04T13:26:04.000","Street Condition","QUEENS","Department of Transportation","In Progress"
"2026-05-04T13:26:00.000","Lead","QUEENS","Department of Environmental Protection","Open"
"2026-05-04T13:25:26.000","Sidewalk Condition","MANHATTAN","Department of Transportation","In Progress"
"2026-05-04T13:25:02.000","General Construction/Plumbing","BROOKLYN","Department of Buildings","Closed"
"2026-05-04T13:25:01.000","General Construction/Plumbing","BROOKLYN","Department of Buildings","Assigned"
"2026-05-04T13:25:00.000","Traffic Signal Condition","BROOKLYN","Department of Transportation","Closed"
"2026-05-04T13:25:00.000","Noise","MANHATTAN","Department of Environmental Protection","Open"
"2026-05-04T13:25:00.000","Sewer","QUEENS","Department of Environmental Protection","Open"
"2026-05-04T13:24:59.000","Dead/Dying Tree","QUEENS","Department of Parks and Recreation","In Progress"
"2026-05-04T13:24:55.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:24:47.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T13:24:36.000","PAINT/PLASTER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:24:35.000","UNSANITARY CONDITION","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:24:35.000","PAINT/PLASTER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:24:35.000","WATER LEAK","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:24:35.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:24:35.000","PAINT/PLASTER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:24:35.000","UNSANITARY CONDITION","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:24:23.000","WATER LEAK","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:24:23.000","UNSANITARY CONDITION","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:24:21.000","Lost Property","MANHATTAN","Taxi and Limousine Commission","In Progress"
"2026-05-04T13:24:15.000","DOOR/WINDOW","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:24:15.000","DOOR/WINDOW","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:24:02.000","PLUMBING","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:24:00.000","Noise","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-04T13:24:00.000","Sewer","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-04T13:23:58.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:23:23.000","Blocked Driveway","QUEENS","New York City Police Department","In Progress"
"2026-05-04T13:23:11.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:23:08.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T13:23:04.000","Consumer Complaint","BRONX","Department of Consumer and Worker Protection","In Progress"
"2026-05-04T13:23:00.000","Street Light Condition","MANHATTAN","Department of Transportation","Open"
"2026-05-04T13:23:00.000","Water System","STATEN ISLAND","Department of Environmental Protection","Open"
"2026-05-04T13:22:51.000","Abandoned Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T13:22:48.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-04T13:22:08.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:22:04.000","Street Condition","BROOKLYN","Department of Transportation","Open"
"2026-05-04T13:22:03.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:22:00.000","Traffic Signal Condition","QUEENS","Department of Transportation","Closed"
"2026-05-04T13:21:55.000","Residential Disposal Complaint","QUEENS","Department of Sanitation","In Progress"
"2026-05-04T13:21:32.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:21:15.000","Dirty Condition","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-04T13:21:07.000","Animal in a Park","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-04T13:21:06.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:21:02.000","ELECTRIC","QUEENS","Department of Housing Preservation and Development","Open"
"2026-05-04T13:20:57.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:20:57.000","Maintenance or Facility","QUEENS","Department of Parks and Recreation","In Progress"
"2026-05-04T13:20:49.000","Vendor Enforcement","QUEENS","Department of Sanitation","Closed"
"2026-05-04T13:20:35.000","Street Condition","QUEENS","Department of Transportation","Closed"
"2026-05-04T13:20:34.000","Dead/Dying Tree","QUEENS","Department of Parks and Recreation","In Progress"
"2026-05-04T13:20:32.000","Street Condition","QUEENS","Department of Transportation","In Progress"
"2026-05-04T13:20:12.000","Panhandling","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:20:11.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:20:01.000","Illegal Dumping","MANHATTAN","Department of Sanitation","In Progress"
"2026-05-04T13:19:52.000","Highway Condition","QUEENS","Department of Transportation","In Progress"
"2026-05-04T13:19:50.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T13:19:41.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-04T13:19:22.000","Sidewalk Condition","BROOKLYN","Department of Transportation","In Progress"
"2026-05-04T13:19:19.000","PLUMBING","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:19:04.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:19:00.000","Street Light Condition","MANHATTAN","Department of Transportation","Open"
"2026-05-04T13:19:00.000","Street Light Condition","MANHATTAN","Department of Transportation","Open"
"2026-05-04T13:18:59.000","General Construction/Plumbing","MANHATTAN","Department of Buildings","Open"
"2026-05-04T13:18:55.000","Street Sweeping Complaint","QUEENS","Department of Sanitation","In Progress"
"2026-05-04T13:18:52.000","Street Condition","STATEN ISLAND","Department of Transportation","Open"
"2026-05-04T13:18:51.000","Maintenance or Facility","QUEENS","Department of Parks and Recreation","In Progress"
"2026-05-04T13:18:27.000","Illegal Dumping","MANHATTAN","Department of Sanitation","In Progress"
"2026-05-04T13:18:17.000","UNSANITARY CONDITION","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:18:00.000","Animal in a Park","QUEENS","Department of Parks and Recreation","Closed"
"2026-05-04T13:18:00.000","Water System","BRONX","Department of Environmental Protection","Assigned"
"2026-05-04T13:17:59.000","UNSANITARY CONDITION","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:17:57.000","Dirty Condition","QUEENS","Department of Sanitation","In Progress"
"2026-05-04T13:17:49.000","Obstruction","MANHATTAN","Department of Sanitation","In Progress"
"2026-05-04T13:17:38.000","GENERAL","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T13:17:38.000","DOOR/WINDOW","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T13:17:38.000","GENERAL","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T13:17:38.000","SAFETY","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T13:17:38.000","PAINT/PLASTER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:17:37.000","ELECTRIC","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:17:37.000","FLOORING/STAIRS","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:17:37.000","DOOR/WINDOW","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:17:37.000","PAINT/PLASTER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:17:33.000","For Hire Vehicle Complaint","MANHATTAN","Taxi and Limousine Commission","In Progress"
"2026-05-04T13:17:19.000","Abandoned Vehicle","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:17:15.000","Overgrown Tree/Branches","STATEN ISLAND","Department of Parks and Recreation","In Progress"
"2026-05-04T13:16:57.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:16:54.000","Abandoned Bike","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-04T13:16:41.000","Consumer Complaint","BRONX","Department of Consumer and Worker Protection","In Progress"
"2026-05-04T13:16:40.000","Street Condition","QUEENS","Department of Transportation","Closed"
"2026-05-04T13:16:38.000","Illegal Dumping","QUEENS","Department of Sanitation","In Progress"
"2026-05-04T13:16:30.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:16:30.000","Panhandling","QUEENS","New York City Police Department","In Progress"
"2026-05-04T13:16:23.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:16:09.000","PLUMBING","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:16:00.000","Lead","MANHATTAN","Department of Environmental Protection","Open"
"2026-05-04T13:16:00.000","Sewer","MANHATTAN","Department of Environmental Protection","Open"
"2026-05-04T13:15:59.000","Elevator","BRONX","Department of Buildings","Open"
"2026-05-04T13:15:55.000","Street Condition","MANHATTAN","Department of Transportation","Open"
"2026-05-04T13:15:47.000","Indoor Air Quality","MANHATTAN","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T13:15:41.000","Highway Sign - Damaged","STATEN ISLAND","Department of Transportation","In Progress"
"2026-05-04T13:15:04.000","Outdoor Dining","BROOKLYN","Department of Transportation","In Progress"
"2026-05-04T13:15:02.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:15:00.000","Air Quality","MANHATTAN","Department of Environmental Protection","Open"
"2026-05-04T13:15:00.000","Sewer","QUEENS","Department of Environmental Protection","Open"
"2026-05-04T13:14:58.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:14:51.000","Abandoned Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T13:14:37.000","Illegal Parking","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-04T13:14:36.000","UNSANITARY CONDITION","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:14:36.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:14:36.000","FLOORING/STAIRS","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:14:35.000","Overgrown Tree/Branches","QUEENS","Department of Parks and Recreation","In Progress"
"2026-05-04T13:14:33.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:14:32.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:14:31.000","UNSANITARY CONDITION","QUEENS","Department of Housing Preservation and Development","Open"
"2026-05-04T13:14:09.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:14:09.000","Overgrown Tree/Branches","QUEENS","Department of Parks and Recreation","In Progress"
"2026-05-04T13:14:08.000","Street Condition","QUEENS","Department of Transportation","In Progress"
"2026-05-04T13:14:00.000","Street Light Condition","MANHATTAN","Department of Transportation","Open"
"2026-05-04T13:14:00.000","Noise","MANHATTAN","Department of Environmental Protection","Open"
"2026-05-04T13:13:55.000","Abandoned Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T13:13:49.000","Street Condition","BROOKLYN","Department of Transportation","In Progress"
